title,url,category,price,count_review,address,count_photo,rating,rating_by_category,normalized_rating
Aleksandria Guest House,https://www.tripadvisor.ru/Hotel_Review-g608960-d12252554-Reviews-Aleksandria_Guest_House-Anapa_Krasnodar_Krai_Southern_District.html,Лодж,,0,"Ulitsa Tolstogo 42, Анапа 353440 Россия",0,,0.0,0.0
Gloria,https://www.tripadvisor.ru/Hotel_Review-g608960-d19750253-Reviews-Gloria-Anapa_Krasnodar_Krai_Southern_District.html,Гостевой дом,,0,,0,,0.0,0.0
Merci.Dom,https://www.tripadvisor.ru/Hotel_Review-g608960-d10441821-Reviews-Merci_Dom-Anapa_Krasnodar_Krai_Southern_District.html,Хостел,,0,"Краснозеленых 38, Анапа 353445 Россия",0,,0.0,0.0
Hostel Van,https://www.tripadvisor.ru/Hotel_Review-g608960-d10313394-Reviews-Hostel_Van-Anapa_Krasnodar_Krai_Southern_District.html,Хостел,,0,"Rozhdestvenskaya Street 30, Анапа 353440 Россия",0,,0.0,0.0
Guest House U Svetlany,https://www.tripadvisor.ru/Hotel_Review-g608960-d12425891-Reviews-Guest_House_U_Svetlany-Anapa_Krasnodar_Krai_Southern_District.html,Гостевой дом,,0,"ul. Turgeneva 244/25, Анапа 353440 Россия",0,,0.0,0.0
Alexandria Guesthouse,https://www.tripadvisor.ru/Hotel_Review-g608960-d15597840-Reviews-Alexandria_Guesthouse-Anapa_Krasnodar_Krai_Southern_District.html,Объект с ограниченным набором услуг,,0,"Ulitsa Lenina 77a, Анапа 353440 Россия",0,,0.0,0.0
Гостевой дом БЛУМ,https://www.tripadvisor.ru/Hotel_Review-g608960-d16666586-Reviews-Guest_House_Blum-Anapa_Krasnodar_Krai_Southern_District.html,Объект с ограниченным набором услуг,,0,"Крымская, 31 А, Анапа 353440 Россия",0,,0.0,0.0
Morskaya dacha Arabeska,https://www.tripadvisor.ru/Hotel_Review-g608960-d23283946-Reviews-Morskaya_dacha_Arabeska-Anapa_Krasnodar_Krai_Southern_District.html,Отель,,0,"Pionerskiy Prospekt, 257 B/2, Анапа 353456 Россия",0,,0.0,0.0
Hotel Vegas,https://www.tripadvisor.ru/Hotel_Review-g608960-d23534357-Reviews-Hotel_Vegas-Anapa_Krasnodar_Krai_Southern_District.html,Отель,,0,"Marine 12 a Djemete, Анапа 353456 Россия",0,,0.0,0.0
Guest House Romalina,https://www.tripadvisor.ru/Hotel_Review-g608960-d15039248-Reviews-Guest_House_Romalina-Anapa_Krasnodar_Krai_Southern_District.html,Гостевой дом,,0,"Новороссийская, 110а, Анапа 353440 Россия",0,,0.0,0.0
Mini-hotel Sun & Sea,https://www.tripadvisor.ru/Hotel_Review-g608960-d21023568-Reviews-Mini_hotel_Sun_Sea-Anapa_Krasnodar_Krai_Southern_District.html,Объект с ограниченным набором услуг,,0,,0,,0.0,0.0
Skazka,https://www.tripadvisor.ru/Hotel_Review-g608960-d15597796-Reviews-Skazka-Anapa_Krasnodar_Krai_Southern_District.html,Объект с ограниченным набором услуг,,0,"Limannaya Ulitsa 38, Анапа 353417 Россия",0,,0.0,0.0
Берег Анапы,https://www.tripadvisor.ru/Hotel_Review-g608960-d16801790-Reviews-Bereg_Anapy-Anapa_Krasnodar_Krai_Southern_District.html,Объект с ограниченным набором услуг,,0,"Золотой Берег, 10/2, Анапа 353440 Россия",0,,0.0,0.0
Apartment on Golubtsa 9,https://www.tripadvisor.ru/Hotel_Review-g608960-d16885001-Reviews-Apartment_on_Golubtsa_9-Anapa_Krasnodar_Krai_Southern_District.html,Объект с ограниченным набором услуг,,0,"Ulitsa I. Golubtsa 9, Анапа 353440 Россия",0,,0.0,0.0
Zagorodnyy Dom,https://www.tripadvisor.ru/Hotel_Review-g608960-d12682628-Reviews-Zagorodnyy_Dom-Anapa_Krasnodar_Krai_Southern_District.html,Лодж,,0,"Raduzhnaya Ulitsa d.27, Анапа 353421 Россия",0,,0.0,0.0
На Протапова,https://www.tripadvisor.ru/Hotel_Review-g608960-d13485247-Reviews-Na_Protapova-Anapa_Krasnodar_Krai_Southern_District.html,Гостиница особого типа,,0,"Ulitsa Protapova 18А, Анапа 353440 Россия",0,,0.0,0.0
Гостевой домик Сергей,https://www.tripadvisor.ru/Hotel_Review-g608960-d15584884-Reviews-Gostevoy_Domik_Sergey-Anapa_Krasnodar_Krai_Southern_District.html,Объект с ограниченным набором услуг,,0,"Pereulok Podstantsii 3, Анапа 353451 Россия",0,,0.0,0.0
Мини гостевой дом,https://www.tripadvisor.ru/Hotel_Review-g608960-d12676166-Reviews-Mini_Gostevoy_Dom-Anapa_Krasnodar_Krai_Southern_District.html,Лодж,,0,"Ленинградская улица 22, Анапа 353445 Россия",0,,0.0,0.0
Guest House Ksyusha,https://www.tripadvisor.ru/Hotel_Review-g608960-d16705816-Reviews-Guest_House_Ksyusha-Anapa_Krasnodar_Krai_Southern_District.html,Вилла,,0,"59 Ulitsa Stanichnaya Dom 3 Etazha, Анапа 353445 Россия",0,,0.0,0.0
Mini Gostinitsa Na Ivana Golubtsa,https://www.tripadvisor.ru/Hotel_Review-g608960-d15597818-Reviews-Mini_Gostinitsa_Na_Ivana_Golubtsa-Anapa_Krasnodar_Krai_Southern_District.html,Объект с ограниченным набором услуг,,0,"Ul.Ivana Golubtsa D.50, Анапа 353440 Россия",0,,0.0,0.0
Guesthouse on Samburova 201a,https://www.tripadvisor.ru/Hotel_Review-g608960-d21273973-Reviews-Guesthouse_on_Samburova_201a-Anapa_Krasnodar_Krai_Southern_District.html,Объект с ограниченным набором услуг,,0,"Samburova 201a, Анапа 353440 Россия",0,,0.0,0.0
Mini Hostel on Turgeneva,https://www.tripadvisor.ru/Hotel_Review-g608960-d15360215-Reviews-Mini_Hostel_on_Turgeneva-Anapa_Krasnodar_Krai_Southern_District.html,Хостел,,0,"ulitsa Turgeneva, 293, Анапа 353440 Россия",0,,0.0,0.0
Gostevoi dom Turgeneva 112,https://www.tripadvisor.ru/Hotel_Review-g608960-d23251617-Reviews-Gostevoi_dom_Turgeneva_112-Anapa_Krasnodar_Krai_Southern_District.html,Объект с ограниченным набором услуг,,0,,0,,0.0,0.0
Guest House Nika,https://www.tripadvisor.ru/Hotel_Review-g608960-d12220337-Reviews-Guest_House_Nika-Anapa_Krasnodar_Krai_Southern_District.html,Лодж,,0,"5 Severnaya ulitsa, Анапа 353445 Россия",0,,0.0,0.0
Gostevoi dom u Tanechki,https://www.tripadvisor.ru/Hotel_Review-g608960-d23251612-Reviews-Gostevoi_dom_u_Tanechki-Anapa_Krasnodar_Krai_Southern_District.html,Объект с ограниченным набором услуг,,0,,0,,0.0,0.0
Apartment with kitchen on Kirova 1,https://www.tripadvisor.ru/Hotel_Review-g608960-d16855157-Reviews-Apartment_with_kitchen_on_Kirova_1-Anapa_Krasnodar_Krai_Southern_District.html,Гостиница особого типа,,0,"Ul. Kirova 1, Анапа 353440 Россия",0,,0.0,0.0
Apartments Na Verhney Doroge 151,https://www.tripadvisor.ru/Hotel_Review-g608960-d16859417-Reviews-Apartments_Na_Verhney_Doroge_151-Anapa_Krasnodar_Krai_Southern_District.html,Объект с ограниченным набором услуг,,0,"Ulitsa Verkhnyaya Doroga 151 Kv 111, Анапа 353456 Россия",0,,0.0,0.0
Gostevoi dom Granat,https://www.tripadvisor.ru/Hotel_Review-g608960-d23251606-Reviews-Gostevoi_dom_Granat-Anapa_Krasnodar_Krai_Southern_District.html,Объект с ограниченным набором услуг,,0,"41 Ulitsa Vidnaya, Анапа 353456 Россия",0,,0.0,0.0
Отель Витязево Хара,https://www.tripadvisor.ru/Hotel_Review-g608960-d23465747-Reviews-Otel_Vityazevo_Khara-Anapa_Krasnodar_Krai_Southern_District.html,Гостевой дом,,0,,0,,0.0,0.0
Guesthouse Tenistiy Dvorik,https://www.tripadvisor.ru/Hotel_Review-g608960-d12451474-Reviews-Guesthouse_Tenistiy_Dvorik-Anapa_Krasnodar_Krai_Southern_District.html,Лодж,,0,"ulitsa Samburova 84, Анапа 353440 Россия",0,,0.0,0.0
Гостевой дом Зима-Лето,https://www.tripadvisor.ru/Hotel_Review-g608960-d19707203-Reviews-Gostevoi_Dom_Zima_Leto-Anapa_Krasnodar_Krai_Southern_District.html,Гостевой дом,,0,"КатиСоловьяновой 47, Анапа 353440 Россия",0,,0.0,0.0
"База отдыха ""Голубая лагуна""",https://www.tripadvisor.ru/Hotel_Review-g608960-d5285628-Reviews-Zolotaya_Laguna-Anapa_Krasnodar_Krai_Southern_District.html,Небольшой отель,,0,"Первый проезд, 2 Джемете, Анапа 353440 Россия",0,,0.0,0.0
Zolotoi Bereg Guesthouse,https://www.tripadvisor.ru/Hotel_Review-g608960-d21196864-Reviews-Zolotoi_Bereg_Guesthouse-Anapa_Krasnodar_Krai_Southern_District.html,Отель,,0,,0,,0.0,0.0
Gostevoi Dom Ispanskii Dvorik,https://www.tripadvisor.ru/Hotel_Review-g608960-d15334489-Reviews-Gostevoi_Dom_Ispanskii_Dvorik-Anapa_Krasnodar_Krai_Southern_District.html,Объект с ограниченным набором услуг,,0,"156 Ulitsa Mayakovskogo, Анапа Россия",0,,0.0,0.0
Olvia Guesthouse,https://www.tripadvisor.ru/Hotel_Review-g608960-d12332337-Reviews-Olvia_Guesthouse-Anapa_Krasnodar_Krai_Southern_District.html,Лодж,,0,"UL. Terskaya 147, Анапа 353440 Россия",0,,0.0,0.0
Guest House Na Shevchenko,https://www.tripadvisor.ru/Hotel_Review-g608960-d15308800-Reviews-Guest_House_Na_Shevchenko-Anapa_Krasnodar_Krai_Southern_District.html,Объект с ограниченным набором услуг,,0,"Ulitsa Shevchenko 220, Анапа 353440 Россия",0,,0.0,0.0
Guest House Alegria,https://www.tripadvisor.ru/Hotel_Review-g608960-d14859326-Reviews-Guest_House_Alegria-Anapa_Krasnodar_Krai_Southern_District.html,Лодж,,0,"Pionerskiy Prospect 121B, Анапа 353456 Россия",0,,0.0,0.0
Гостевой дом Шафран Корпус 2,https://www.tripadvisor.ru/Hotel_Review-g608960-d23180937-Reviews-Gostevoy_Dom_Shafran_Korpus_2-Anapa_Krasnodar_Krai_Southern_District.html,Гостевой дом,,0,,0,,0.0,0.0
U Orekhovoy Roschi,https://www.tripadvisor.ru/Hotel_Review-g608960-d19769658-Reviews-U_Orekhovoy_Roschi-Anapa_Krasnodar_Krai_Southern_District.html,Гостевой дом,,0,,0,,0.0,0.0
Gostevoy dom,https://www.tripadvisor.ru/Hotel_Review-g608960-d16691330-Reviews-Gostevoy_dom-Anapa_Krasnodar_Krai_Southern_District.html,Вилла,,0,"Ulitsa Samburova Dom 100, Анапа 353440 Россия",0,,0.0,0.0
Guest House Gratsia,https://www.tripadvisor.ru/Hotel_Review-g608960-d12701849-Reviews-Guest_House_Gratsia-Anapa_Krasnodar_Krai_Southern_District.html,Гостевой дом,,0,"ulitsa Novorossiyskaya 56, Анапа 353440 Россия",0,,0.0,0.0
Romashka,https://www.tripadvisor.ru/Hotel_Review-g608960-d12913719-Reviews-Romashka-Anapa_Krasnodar_Krai_Southern_District.html,Гостевой дом,,0,"8 Vinogradnaya Ulitsa 8, Анапа 353456 Россия",0,,0.0,0.0
Gostevoy Domik,https://www.tripadvisor.ru/Hotel_Review-g608960-d15597694-Reviews-Gostevoy_Domik-Anapa_Krasnodar_Krai_Southern_District.html,Гостевой дом,,0,"Pereulok Podstantsii Etazhi, Анапа 353440 Россия",0,,0.0,0.0
Guest-house VillaDzo,https://www.tripadvisor.ru/Hotel_Review-g608960-d12380760-Reviews-Guest_house_VillaDzo-Anapa_Krasnodar_Krai_Southern_District.html,Лодж,,0,"64 Pionerskiy prospekt, Анапа 353456 Россия",0,,0.0,0.0
Kvartira Na More,https://www.tripadvisor.ru/Hotel_Review-g608960-d16470930-Reviews-Kvartira_Na_More-Anapa_Krasnodar_Krai_Southern_District.html,Объект с ограниченным набором услуг,,0,"Pionerskiy Prospekt 259I, Анапа 353456 Россия",0,,0.0,0.0
Мини гостиница Кристина,https://www.tripadvisor.ru/Hotel_Review-g608960-d19944681-Reviews-Kristina_Mini_Hotel-Anapa_Krasnodar_Krai_Southern_District.html,Отель особого типа,,0,"Пионерский проспект, 231, Анапа 353456 Россия",0,,0.0,0.0
"Гостевой дом ""Маркизъ""",https://www.tripadvisor.ru/Hotel_Review-g608960-d5035109-Reviews-Markiz_Guest_House-Anapa_Krasnodar_Krai_Southern_District.html,Гостевой дом,,0,"Гостевой проезд, 20, Анапа Россия",0,,0.0,0.0
Colnyshko,https://www.tripadvisor.ru/Hotel_Review-g608960-d15597652-Reviews-Colnyshko-Anapa_Krasnodar_Krai_Southern_District.html,Гостевой дом,,0,"Ulitsa Turgeneva, 130, Анапа 353440 Россия",0,,0.0,0.0
На Садовои,https://www.tripadvisor.ru/Hotel_Review-g608960-d21023381-Reviews-Na_Sadovoi-Anapa_Krasnodar_Krai_Southern_District.html,Гостевой дом,,0,,0,,0.0,0.0
Старый Боцман,https://www.tripadvisor.ru/Hotel_Review-g608960-d6826526-Reviews-Stary_Botsman-Anapa_Krasnodar_Krai_Southern_District.html,Хостел,,0,"ул. Некрасова, 104, Анапа 353454 Россия",0,,0.0,0.0
Milyi Dom,https://www.tripadvisor.ru/Hotel_Review-g608960-d15334348-Reviews-Milyi_Dom-Anapa_Krasnodar_Krai_Southern_District.html,Объект с ограниченным набором услуг,,0,"Pereulok Korotkii, D.32, Анапа 353445 Россия",0,,0.0,0.0
Гостевой дом Терская 28а,https://www.tripadvisor.ru/Hotel_Review-g608960-d15334333-Reviews-Guest_House_Terskaya_28A-Anapa_Krasnodar_Krai_Southern_District.html,Объект с ограниченным набором услуг,,0,"Терская, 28а, Анапа 353440 Россия",0,,0.0,0.0
Частныи сектор Надежда,https://www.tripadvisor.ru/Hotel_Review-g608960-d17546309-Reviews-Chastnyi_Sektor_Nadezhda-Anapa_Krasnodar_Krai_Southern_District.html,Объект с ограниченным набором услуг,,0,"Лермонтова 13 Поселок Витязево, Анапа 353417 Россия",0,,0.0,0.0
Domashniy Ochag Guest House,https://www.tripadvisor.ru/Hotel_Review-g608960-d17550721-Reviews-Domashniy_Ochag_Guest_House-Anapa_Krasnodar_Krai_Southern_District.html,B&B/мини-отель,,0,"Ulitsa Shevchenko, 117A, Анапа 353440 Россия",0,,0.0,0.0
Afrodita Guesthouse,https://www.tripadvisor.ru/Hotel_Review-g608960-d17588664-Reviews-Afrodita_Guesthouse-Anapa_Krasnodar_Krai_Southern_District.html,Объект с ограниченным набором услуг,,0,"Kurortnyy Proyezd Dom 18, Анапа 353456 Россия",0,,0.0,0.0
Guest House Tashir,https://www.tripadvisor.ru/Hotel_Review-g608960-d15212452-Reviews-Guest_House_Tashir-Anapa_Krasnodar_Krai_Southern_District.html,Отель особого типа,,0,"Pionerskiy Prospekt 36/B, Анапа 353450 Россия",0,,0.0,0.0
Изабелла,https://www.tripadvisor.ru/Hotel_Review-g608960-d14910644-Reviews-Izabella-Anapa_Krasnodar_Krai_Southern_District.html,Гостиница особого типа,,0,"159 Ulitsa Gogolya, Анапа 353440 Россия",0,,0.0,0.0
Гостевой дом на улице Шевченко,https://www.tripadvisor.ru/Hotel_Review-g608960-d7057739-Reviews-Guest_House_on_Shevchenko_Street-Anapa_Krasnodar_Krai_Southern_District.html,Гостевой дом,,0,"Shevchenko Ulitsa 174A, Анапа 353440 Россия",0,,0.0,0.0
Мини-гостиница на Советскои,https://www.tripadvisor.ru/Hotel_Review-g608960-d16650688-Reviews-Mini_Gostinica_Na_Sovetskoj-Anapa_Krasnodar_Krai_Southern_District.html,Объект с ограниченным набором услуг,,0,"улица Советская дом 30, Анапа 353440 Россия",0,,0.0,0.0
Guest House Lika,https://www.tripadvisor.ru/Hotel_Review-g608960-d17351983-Reviews-Guest_House_Lika-Anapa_Krasnodar_Krai_Southern_District.html,Гостиница особого типа,,0,"Proletarskaya 32, Анапа 353440 Россия",0,,0.0,0.0
Guesthouse on Rozhdestvenskaya 7,https://www.tripadvisor.ru/Hotel_Review-g608960-d14981189-Reviews-Guesthouse_on_Rozhdestvenskaya_7-Anapa_Krasnodar_Krai_Southern_District.html,Коттедж,,0,"Rozhdestvenskaya ul., 7, Анапа 353451 Россия",0,,0.0,0.0
Gostevoy dom Rif,https://www.tripadvisor.ru/Hotel_Review-g608960-d15360027-Reviews-Gostevoy_dom_Rif-Anapa_Krasnodar_Krai_Southern_District.html,Объект с ограниченным набором услуг,,0,"126a ulitsa Turgeneva, Анапа 353445 Россия",0,,0.0,0.0
Guest House Regata,https://www.tripadvisor.ru/Hotel_Review-g608960-d21029762-Reviews-Guest_House_Regata-Anapa_Krasnodar_Krai_Southern_District.html,B&B/мини-отель,,0,"10/2 Ulitsa Koltsova, Анапа 353353 Россия",0,,0.0,0.0
Apartments on Kirova 12,https://www.tripadvisor.ru/Hotel_Review-g608960-d17464776-Reviews-Apartments_on_Kirova_12-Anapa_Krasnodar_Krai_Southern_District.html,Объект с ограниченным набором услуг,,0,"Kirova Street 12, Анапа 353440 Россия",0,,0.0,0.0
Guest House on Novorossiyskaya 184,https://www.tripadvisor.ru/Hotel_Review-g608960-d15225170-Reviews-Guest_House_on_Novorossiyskaya_184-Anapa_Krasnodar_Krai_Southern_District.html,Объект с ограниченным набором услуг,,0,"Ulitsa Novorossiyskaya 184, Анапа 353440 Россия",0,,0.0,0.0
Mini Hotel Veles,https://www.tripadvisor.ru/Hotel_Review-g608960-d12232976-Reviews-Mini_Hotel_Veles-Anapa_Krasnodar_Krai_Southern_District.html,Лодж,,0,"129А Pionerskiy prospekt 1 2 Floor, Анапа 353456 Россия",0,,0.0,0.0
Alex Guest House,https://www.tripadvisor.ru/Hotel_Review-g608960-d17563020-Reviews-Alex_Guest_House-Anapa_Krasnodar_Krai_Southern_District.html,Объект с ограниченным набором услуг,,0,"Ulitsa Krymskaya 141, Анапа 353440 Россия",0,,0.0,0.0
Guest House Krymskaya 55A,https://www.tripadvisor.ru/Hotel_Review-g608960-d14865554-Reviews-Guest_House_Krymskaya_55A-Anapa_Krasnodar_Krai_Southern_District.html,B&B/мини-отель особого типа,,0,,0,,0.0,0.0
Guest House Dyuni Jemete,https://www.tripadvisor.ru/Hotel_Review-g608960-d17595637-Reviews-Guest_House_Dyuni_Jemete-Anapa_Krasnodar_Krai_Southern_District.html,Объект с ограниченным набором услуг,,0,"Ulitsa Viktora Shepeteva 6, Анапа 353440 Россия",0,,0.0,0.0
Briz,https://www.tripadvisor.ru/Hotel_Review-g608960-d17511979-Reviews-Briz-Anapa_Krasnodar_Krai_Southern_District.html,Гостиница особого типа,,0,"19 Ulitsa Astrakhanskaya, Анапа 353440 Россия",0,,0.0,0.0
Лики Солнца,https://www.tripadvisor.ru/Hotel_Review-g608960-d15334285-Reviews-Liki_Solntsa-Anapa_Krasnodar_Krai_Southern_District.html,Объект с ограниченным набором услуг,,0,"Шевченко 53/1, Анапа 353440 Россия",0,,0.0,0.0
Gostinitsa Black Room,https://www.tripadvisor.ru/Hotel_Review-g608960-d17619487-Reviews-Gostinitsa_Black_Room-Anapa_Krasnodar_Krai_Southern_District.html,Объект с ограниченным набором услуг,,0,"186 Ulitsa Krymskaya, Анапа 353440 Россия",0,,0.0,0.0
Guest House on Sibirskaya,https://www.tripadvisor.ru/Hotel_Review-g608960-d12836507-Reviews-Guest_House_on_Sibirskaya-Anapa_Krasnodar_Krai_Southern_District.html,Вилла,,0,"Sibirskaya ulitsa 1, Анапа 353431 Россия",0,,0.0,0.0
Gostevoi dom Kristina,https://www.tripadvisor.ru/Hotel_Review-g608960-d23241453-Reviews-Gostevoi_dom_Kristina-Anapa_Krasnodar_Krai_Southern_District.html,Вилла,,0,,0,,0.0,0.0
Gostevyye Komnaty,https://www.tripadvisor.ru/Hotel_Review-g608960-d12682399-Reviews-Gostevyye_Komnaty-Anapa_Krasnodar_Krai_Southern_District.html,Лодж,,0,"Kirova ulitsa 74a, Анапа 353440 Россия",0,,0.0,0.0
Guest House Prospekt,https://www.tripadvisor.ru/Hotel_Review-g608960-d17650618-Reviews-Guest_House_Prospekt-Anapa_Krasnodar_Krai_Southern_District.html,Гостиница особого типа,,0,"Pionerskiy Prospekt, 205, Анапа 353456 Россия",0,,0.0,0.0
Holiday Home On Ivana Golubtsa 66,https://www.tripadvisor.ru/Hotel_Review-g608960-d17659161-Reviews-Holiday_Home_On_Ivana_Golubtsa_66-Anapa_Krasnodar_Krai_Southern_District.html,Объект с ограниченным набором услуг,,0,"Ulitsa Ivana Golubtsa 66, Анапа 353440 Россия",0,,0.0,0.0
Санни Отель,https://www.tripadvisor.ru/Hotel_Review-g608960-d6826436-Reviews-Sunny_Hotel-Anapa_Krasnodar_Krai_Southern_District.html,Лодж,,0,"ул. Трудящихся, 3, Анапа 353440 Россия",0,,0.0,0.0
Guest House on Lenina Street,https://www.tripadvisor.ru/Hotel_Review-g608960-d12669545-Reviews-Guest_House_on_Lenina_Street-Anapa_Krasnodar_Krai_Southern_District.html,Лодж,,0,"ulitsa Lenina 102, Анапа 353454 Россия",0,,0.0,0.0
Guest House on Samburova 104/01,https://www.tripadvisor.ru/Hotel_Review-g608960-d17697502-Reviews-Guest_House_on_Samburova_104_01-Anapa_Krasnodar_Krai_Southern_District.html,Лодж,,0,"Ulitsa Samburova 104/1, Анапа 353440 Россия",0,,0.0,0.0
Guest House Svetlana,https://www.tripadvisor.ru/Hotel_Review-g608960-d12675895-Reviews-Guest_House_Svetlana-Anapa_Krasnodar_Krai_Southern_District.html,Небольшой отель,,0,"Gostevoy proezd 34, Анапа 353456 Россия",0,,0.0,0.0
Guest House Chernomorskaya 8A,https://www.tripadvisor.ru/Hotel_Review-g608960-d16823848-Reviews-Guest_House_Chernomorskaya_8A-Anapa_Krasnodar_Krai_Southern_District.html,Вилла,,0,,0,,0.0,0.0
Na Turgeneva,https://www.tripadvisor.ru/Hotel_Review-g608960-d23180614-Reviews-Na_Turgeneva-Anapa_Krasnodar_Krai_Southern_District.html,Ранчо,,0,"Ulitsa Turgeneva 115, Анапа 353440 Россия",0,,0.0,0.0
Гостевои дом Тамилла,https://www.tripadvisor.ru/Hotel_Review-g608960-d17602305-Reviews-Gostevoi_Dom_Tamilla-Anapa_Krasnodar_Krai_Southern_District.html,Вилла,,0,"Ulitsa Trudyashchikhsya, 199, Анапа 353440 Россия",0,,0.0,0.0
МИГ,https://www.tripadvisor.ru/Hotel_Review-g608960-d17608032-Reviews-Mig-Anapa_Krasnodar_Krai_Southern_District.html,Объект с ограниченным набором услуг,,0,"Pionerskiy Prospekt 131б, Анапа 353456 Россия",0,,0.0,0.0
Толстого 45,https://www.tripadvisor.ru/Hotel_Review-g608960-d10544215-Reviews-Tolstogo_45-Anapa_Krasnodar_Krai_Southern_District.html,Коттедж,,0,"ул. Толстого 45, Квартира з, Анапа 353454 Россия",0,,0.0,0.0
Guest House Mechty Sbyvaiutsia,https://www.tripadvisor.ru/Hotel_Review-g608960-d17693498-Reviews-Guest_House_Mechty_Sbyvaiutsia-Anapa_Krasnodar_Krai_Southern_District.html,Гостиница особого типа,,0,"53 Krasnodarskaya Ulitsa, Анапа 353440 Россия",0,,0.0,0.0
Mangostin,https://www.tripadvisor.ru/Hotel_Review-g608960-d23238506-Reviews-Mangostin-Anapa_Krasnodar_Krai_Southern_District.html,Вилла,,0,"24 Primorskiy Pereulok , selo Vityazevo, Анапа 353417 Россия",0,,0.0,0.0
Staryi dvorik,https://www.tripadvisor.ru/Hotel_Review-g608960-d12541114-Reviews-Staryi_dvorik-Anapa_Krasnodar_Krai_Southern_District.html,B&B/мини-отель особого типа,,0,"46A ulitsa Turgeneva, Анапа 353440 Россия",0,,0.0,0.0
Апартаменты на Северной 9Б,https://www.tripadvisor.ru/Hotel_Review-g608960-d23289866-Reviews-Apartamenty_na_Severnoy_9B-Anapa_Krasnodar_Krai_Southern_District.html,Объект с ограниченным набором услуг,,0,,0,,0.0,0.0
Apartments Jasper,https://www.tripadvisor.ru/Hotel_Review-g608960-d23289861-Reviews-Apartments_Jasper-Anapa_Krasnodar_Krai_Southern_District.html,Объект с ограниченным набором услуг,,0,,0,,0.0,0.0
V Gostyah y Babyshki,https://www.tripadvisor.ru/Hotel_Review-g608960-d15225082-Reviews-V_Gostyah_y_Babyshki-Anapa_Krasnodar_Krai_Southern_District.html,Гостевой дом,,0,"31 Ulitsa Shevchenko, Анапа 353440 Россия",0,,0.0,0.0
Gostevoi dom Krymskaia 63,https://www.tripadvisor.ru/Hotel_Review-g608960-d23238486-Reviews-Gostevoi_dom_Krymskaia_63-Anapa_Krasnodar_Krai_Southern_District.html,Вилла,,0,"63 Ulitsa Krymskaya, Анапа 353440 Россия",0,,0.0,0.0
U Kosmosa,https://www.tripadvisor.ru/Hotel_Review-g608960-d10319399-Reviews-U_Kosmosa-Anapa_Krasnodar_Krai_Southern_District.html,Гостевой дом,,0,"72 улица Новороссийская, Анапа 353440 Россия",0,,0.0,0.0
Monmishel Hotel,https://www.tripadvisor.ru/Hotel_Review-g608960-d10319367-Reviews-Monmishel_Hotel-Anapa_Krasnodar_Krai_Southern_District.html,Гостиница,,0,"Dzhemetinskiy Proezd, 6G, Анапа 353450 Россия",0,,0.0,0.0
Guest House On Shevchenko 11,https://www.tripadvisor.ru/Hotel_Review-g608960-d15308458-Reviews-Guest_House_On_Shevchenko_11-Anapa_Krasnodar_Krai_Southern_District.html,Объект с ограниченным набором услуг,,0,"Шевченко 11, Анапа 353440 Россия",0,,0.0,0.0
Guest House on Kirova 78,https://www.tripadvisor.ru/Hotel_Review-g608960-d10499125-Reviews-Guest_House_on_Kirova_78-Anapa_Krasnodar_Krai_Southern_District.html,Хостел,,0,"Кирова 78, Анапа 353440 Россия",0,,0.0,0.0
Guest House na Trudyashchikhsya,https://www.tripadvisor.ru/Hotel_Review-g608960-d13908674-Reviews-Guest_House_na_Trudyashchikhsya-Anapa_Krasnodar_Krai_Southern_District.html,Лодж,,0,"Ulitsa Trudyashchikhsya, Анапа 353440 Россия",0,,0.0,0.0
Guest House Valentinka,https://www.tripadvisor.ru/Hotel_Review-g608960-d17575059-Reviews-Guest_House_Valentinka-Anapa_Krasnodar_Krai_Southern_District.html,Вилла,,0,,0,,0.0,0.0
Guest House on Turgeneva,https://www.tripadvisor.ru/Hotel_Review-g608960-d10146110-Reviews-Guest_House_on_Turgeneva-Anapa_Krasnodar_Krai_Southern_District.html,Гостевой дом,,0,"Ulitsa Turgeneva 172, Анапа 353440 Россия",0,,0.0,0.0
Gostevoy Dom Vinogradnyy Dvorik,https://www.tripadvisor.ru/Hotel_Review-g608960-d12579498-Reviews-Gostevoy_Dom_Vinogradnyy_Dvorik-Anapa_Krasnodar_Krai_Southern_District.html,Коттедж,,0,"Leningradskaya ulitsa , d. 61, Анапа 353445 Россия",0,,0.0,0.0
Эдироз,https://www.tripadvisor.ru/Hotel_Review-g608960-d6839119-Reviews-Ediroz-Anapa_Krasnodar_Krai_Southern_District.html,Хостел,,0,"ул. Крымская, 82, Анапа 353440 Россия",0,,0.0,0.0
Gostevoy Dom,https://www.tripadvisor.ru/Hotel_Review-g608960-d18193262-Reviews-Gostevoy_Dom-Anapa_Krasnodar_Krai_Southern_District.html,Объект с ограниченным набором услуг,,0,"110 Ulitsa Terskaya Odnoetazhnyi Dom, Анапа 353440 Россия",0,,0.0,0.0
AnapaHouse,https://www.tripadvisor.ru/Hotel_Review-g608960-d19706760-Reviews-AnapaHouse-Anapa_Krasnodar_Krai_Southern_District.html,Гостевой дом,,0,,0,,0.0,0.0
