url,Category AN,title,category,count_review,rating,count_photo,cits,rating_by_category,normalized_rating,title_yandex,address,lat,lon
https://www.tripadvisor.ru/Attraction_Review-g608960-d7237665-Reviews-Central_Fountain-Anapa_Krasnodar_Krai_Southern_District.html,достопримечательности,Central Fountain,Культурные объекты и достопримечательности • Фонтаны,468.0,4.5,168.0,Очень красиво 😍 вечерний закат потом поющие фонтаны хороший отдых после моря новые впечатления завораживающе,2.803225806451613,2.2121747086439383,Фонтан,"Россия, Краснодарский край, Анапа, улица Горького",44.895493,37.315606
https://www.tripadvisor.ru/Attraction_Review-g608960-d9865154-Reviews-Anapa_Embankment-Anapa_Krasnodar_Krai_Southern_District.html,природные объекты,Набережная Анапы,Культурные объекты и достопримечательности,402.0,4.0,332.0,"Я давно не была в Анапе и, когда увидела их новую набережную, обомлела)) Можно придираться вечно но лично мне очен",2.713649025069638,2.444183128096673,Набережная Анапы,"Набережная ул., 32, Анапа",44.898247,37.314562
https://www.tripadvisor.ru/Attraction_Review-g608960-d5504385-Reviews-Anapa_Dolphinarium_Nemo-Anapa_Krasnodar_Krai_Southern_District.html,тематические парки,Анапский дельфинарий на Пионерском проспекте 20А,Океанариумы,551.0,4.5,312.0,влении в дельфинарии,2.9,2.759504132231405,Немо,"Пионерский просп., 20А/6, Анапа",44.923913,37.320509
https://www.tripadvisor.ru/Attraction_Review-g608960-d2331094-Reviews-Wildlife_Preserve_of_Bolshoy_Utrish-Anapa_Krasnodar_Krai_Southern_District.html,природные объекты,Заповедник Утриш,Природные и заповедные зоны,280.0,4.0,363.0,Большой Утриш самое красивое место в окресностях Анапы.,2.491919191919192,2.3081669691470053,Государственный природный заповедник Утриш,"Северная ул., 41В, Анапа",44.904102,37.329348
https://www.tripadvisor.ru/Attraction_Review-g608960-d2331025-Reviews-Gorgippiya_Anapa_Archeological_Museum-Anapa_Krasnodar_Krai_Southern_District.html,культурные институции,"Анапский археологический музей ""Горгиппия""",Исторические музеи,238.0,4.5,259.0,"Горгиппию открыла для меня подруга, выросшая в Анапе.",2.9,2.0454405463644862,Анапский археологический музей Горгиппия - филиал ГБУК КК кгиамз им. Е. Д. Фелицына,"Набережная ул., 4, Анапа",44.896086,37.310271
https://www.tripadvisor.ru/Attraction_Review-g608960-d2331030-Reviews-The_Lighthouse-Anapa_Krasnodar_Krai_Southern_District.html,достопримечательности,Анапский маяк,Пирсы и пляжные променады,414.0,4.5,186.0,сами маяк,2.7846153846153845,2.163757855739377,Анапский маяк,"Крепостная ул., 2/3, Анапа",44.888,37.299033
https://www.tripadvisor.ru/Attraction_Review-g608960-d7155646-Reviews-Water_Park_Golden_Beach-Anapa_Krasnodar_Krai_Southern_District.html,тематические парки,Аквапарк Золотой Пляж,Аквапарки,289.0,4.0,143.0,"В аквапарке были весь день,аттракционов море,каждый найдёт себе по вкусу,можно очень не плохо перекусить,туалеты чист",1.7828342407743496,1.7184403013804102,Золотой пляж,"Гребенская ул., 2А, Анапа",44.899637,37.316799
https://www.tripadvisor.ru/Attraction_Review-g608960-d12293615-Reviews-Bora_Bora_Beach_Club_Anapa-Anapa_Krasnodar_Krai_Southern_District.html,бары и клубы,Bora-Bora Beach Club Anapa,Клубы на пляже и у бассейна,97.0,4.0,84.0,ссейн с морской водой,2.8,1.20744851584647,Bora Bora,"Пионерский просп., 20А, Анапа, Россия",44.924286,37.320157
https://www.tripadvisor.ru/Attraction_Review-g608960-d8376050-Reviews-Okeanarium_Rif-Anapa_Krasnodar_Krai_Southern_District.html,тематические парки,Океанариум Риф,Океанариумы,83.0,4.0,177.0,"Но океанариуму РИФ это удалось!!! Молодцы, я рад что у нас в Анапе есть такой океанариум.",1.517942901019126,1.438238514496558,Риф,"просп. Революции, 3, Анапа",44.896035,37.300434
https://www.tripadvisor.ru/Attraction_Review-g608960-d2331074-Reviews-Sukko_Valley-Anapa_Krasnodar_Krai_Southern_District.html,природные объекты,Долина Сукко,Исторические места для прогулок • Долины,135.0,4.0,146.0,,1.5213007512450412,1.4472129311594748,Долина Сукко,"1-й пр., 14, село Сукко",44.788426,37.39309
https://www.tripadvisor.ru/Attraction_Review-g608960-d2331069-Reviews-Tiki_Tak-Anapa_Krasnodar_Krai_Southern_District.html,тематические парки,"Аквапарк ""Тики-Так""",Аквапарки,167.0,3.5,71.0,Отличный аквапарк для самых маленьких.,1.230649402019638,1.198677585956913,Тики-Так,"Пионерский просп., 38, Анапа",44.94418,37.305758
https://www.tripadvisor.ru/Attraction_Review-g608960-d2331076-Reviews-Lion_s_Head_Castle-Anapa_Krasnodar_Krai_Southern_District.html,достопримечательности,Замок «Львиная голова»,Культурные объекты и достопримечательности,95.0,4.5,95.0,Замок Львиная Голова,1.613744141163496,1.3341217820841649,Замок Львиная голова,"Россия, Краснодарский край, муниципальное образование Анапа, село Сукко, Речной переулок",44.802621,37.43977
https://www.tripadvisor.ru/Attraction_Review-g608960-d6474669-Reviews-Vysoky_Bereg_Beach-Anapa_Krasnodar_Krai_Southern_District.html,природные объекты,Пляж Высокий Берег,Пляжи,214.0,3.5,125.0,Высокий берег,1.462299879012971,1.4327373720708154,Высокий берег,"Малая бухта, 5, Анапа",44.893368,37.297935
https://www.tripadvisor.ru/Attraction_Review-g608960-d12584475-Reviews-Scarlet_Sails_Ship-Anapa_Krasnodar_Krai_Southern_District.html,достопримечательности,Кораблик Алые Паруса,Памятники и статуи,57.0,4.5,13.0,"очень обрадовалась увидев кораблик алые паруса на набережной в Анапе, как будто попала в детство, прекрасный вид",1.0916873449131512,1.0392609480383777,Кораблик Алые Паруса,"Россия, Краснодарский край, Анапа, Набережная улица",44.896691,37.310385
https://www.tripadvisor.ru/Attraction_Review-g608960-d2331016-Reviews-Russian_Gate-Anapa_Krasnodar_Krai_Southern_District.html,достопримечательности,Русские ворота,Исторические достопримечательности • Архитектурные достопримечательности,108.0,4.0,89.0,в честь,1.5092638544251449,1.2411863228890123,Русские ворота,"Россия, Краснодарский край, Анапа, улица Пушкина",44.895597,37.311472
https://www.tripadvisor.ru/Attraction_Review-g608960-d2331086-Reviews-Lermontov_Arbour-Anapa_Krasnodar_Krai_Southern_District.html,достопримечательности,Лермонтовская беседка,Исторические места для прогулок,59.0,4.5,27.0,,1.171229666390957,1.0814582052166608,Беседка у моря,"Приморский пер., 26В, село Витязево",44.990543,37.257053
https://www.tripadvisor.ru/Attraction_Review-g608960-d14138851-Reviews-Lastochkiny_Gnyozda-Anapa_Krasnodar_Krai_Southern_District.html,природные объекты,Ласточкины Гнёзда,Обзорные площадки,12.0,4.5,30.0,Очень красивое место,1.087574913480206,1.004423212491188,Ласточкины гнёзда,"Россия, Краснодарский край, муниципальное образование Анапа, село Супсех, район Лысая Гора",44.848129,37.343609
